episode_number,timestep,waypoint_x,waypoint_y,car_pos_x,car_pos_y
1,1,30,0,-0.00021789550373796374,-0.00014160155842546374
1,2,30,0,-0.0002120971621479839,-0.000152587890625
1,3,30,0,0.003031310858204961,-0.0033142089378088713
1,4,30,0,0.09839095920324326,-0.05423217639327049
1,5,30,0,0.308400422334671,-0.16697631776332855
1,6,30,0,0.627202570438385,-0.33976805210113525
1,7,30,0,1.1425811052322388,-0.5868005156517029
1,8,30,0,1.5404424667358398,-0.8808056712150574
1,9,30,0,2.186560869216919,-1.5771764516830444
1,10,30,0,2.6582770347595215,-2.277139902114868
1,11,30,0,3.1021926403045654,-2.8717126846313477
1,12,30,0,3.537611722946167,-3.5347471237182617
1,13,30,0,3.9228594303131104,-4.50352144241333
1,14,30,0,4.076440334320068,-5.462160587310791
1,15,30,0,4.028286457061768,-6.76605224609375
1,16,30,0,3.8184826374053955,-7.691403865814209
1,17,30,0,3.358415126800537,-8.882050514221191
1,18,30,0,2.711822032928467,-10.416464805603027
1,19,30,0,2.011725425720215,-11.723136901855469
1,20,30,0,0.6218637228012085,-13.392631530761719
1,21,30,0,-0.3951718807220459,-14.187211990356445
1,22,30,0,-2.4998297691345215,-15.184443473815918
1,23,30,0,-4.195493698120117,-15.527132987976074
1,24,30,0,-6.612170219421387,-15.449541091918945
1,25,30,0,-8.62495231628418,-14.865485191345215
1,26,30,0,-11.038952827453613,-13.31229019165039
1,27,30,0,-12.434004783630371,-12.231481552124023
1,28,30,0,-12.514339447021484,-12.252875328063965
1,29,30,0,-12.51865291595459,-12.254862785339355
1,30,30,0,-12.52271842956543,-12.256012916564941
1,31,30,0,-12.52383041381836,-12.25783634185791
1,32,30,0,-12.523831367492676,-12.258659362792969
1,33,30,0,-12.522576332092285,-12.258437156677246
1,34,30,0,-12.521021842956543,-12.258105278015137
1,35,30,0,-12.519877433776855,-12.257919311523438
1,36,30,0,-12.517792701721191,-12.257387161254883
1,37,30,0,-12.516621589660645,-12.25722885131836
1,38,30,0,-12.515325546264648,-12.25692081451416
1,39,30,0,-12.514077186584473,-12.256776809692383
1,40,30,0,-12.512251853942871,-12.256369590759277
1,41,30,0,-12.510744094848633,-12.256132125854492
1,42,30,0,-12.509737014770508,-12.255922317504883
1,43,30,0,-12.508241653442383,-12.25570011138916
1,44,30,0,-12.506767272949219,-12.255377769470215
1,45,30,0,-12.505857467651367,-12.25517749786377
1,46,30,0,-12.504348754882812,-12.254928588867188
1,47,30,0,-12.502890586853027,-12.254626274108887
1,48,30,0,-12.501381874084473,-12.254374504089355
1,49,30,0,-12.500015258789062,-12.254072189331055
1,50,30,0,-12.498777389526367,-12.253915786743164
1,51,30,0,-12.496956825256348,-12.25350570678711
1,52,30,0,-12.495808601379395,-12.253349304199219
1,53,30,0,-12.494443893432617,-12.253039360046387
1,54,30,0,-12.492842674255371,-12.252785682678223
1,55,30,0,-12.491477966308594,-12.252472877502441
1,56,30,0,-12.49032974243164,-12.252324104309082
1,57,30,0,-12.488600730895996,-12.251898765563965
1,58,30,0,-12.487363815307617,-12.251748085021973
1,59,30,0,-12.485543251037598,-12.251317977905273
1,60,30,0,-12.484397888183594,-12.251166343688965
1,61,30,0,-12.482579231262207,-12.250734329223633
1,62,30,0,-12.481884956359863,-12.250673294067383
1,63,30,0,-12.480159759521484,-12.250256538391113
1,64,30,0,-12.479157447814941,-12.250043869018555
1,65,30,0,-12.477192878723145,-12.24966812133789
1,66,30,0,-12.476191520690918,-12.249452590942383
1,67,30,0,-12.474591255187988,-12.24917221069336
1,68,30,0,-12.473228454589844,-12.248854637145996
1,69,30,0,-12.472177505493164,-12.248693466186523
1,70,30,0,-12.47081184387207,-12.248364448547363
1,71,30,0,-12.469212532043457,-12.248090744018555
1,72,30,0,-12.468210220336914,-12.2478609085083
1,73,30,0,-12.467059135437012,-12.247690200805664
1,74,30,0,-12.46624755859375,-12.24748706817627
1,75,30,0,-12.464788436889648,-12.247148513793945
1,76,30,0,-12.463642120361328,-12.246984481811523
1,77,30,0,-12.46273422241211,-12.246752738952637
1,78,30,0,-12.461370468139648,-12.24642562866211
1,79,30,0,-12.460786819458008,-12.246383666992188
1,80,30,0,-12.459406852722168,-12.246027946472168
1,81,30,0,-12.458406448364258,-12.245805740356445
1,82,30,0,-12.456805229187012,-12.245514869689941
1,83,30,0,-12.455533981323242,-12.245187759399414
1,84,30,0,-12.454748153686523,-12.245123863220215
1,85,30,0,-12.45293140411377,-12.244668006896973
1,86,30,0,-12.45189380645752,-12.244513511657715
1,87,30,0,-12.450422286987305,-12.244145393371582
1,88,30,0,-12.449515342712402,-12.24392318725586
1,89,30,0,-12.44791316986084,-12.24362564086914
1,90,30,0,-12.446552276611328,-12.2432861328125
1,91,30,0,-12.445405960083008,-12.2431001663208
1,92,30,0,-12.443681716918945,-12.242646217346191
1,93,30,0,-12.442896842956543,-12.24258041381836
1,94,30,0,-12.441171646118164,-12.242114067077637
1,95,30,0,-12.440385818481445,-12.242033004760742
1,96,30,0,-12.439023971557617,-12.24168872833252
1,97,30,0,-12.437662124633789,-12.241347312927246
1,98,30,0,-12.435697555541992,-12.240924835205078
1,99,30,0,-12.434457778930664,-12.240727424621582
1,100,30,0,-12.432283401489258,-12.240148544311523
1,101,30,0,-12.430685997009277,-12.239848136901855
1,102,30,0,-12.429229736328125,-12.239484786987305
1,103,30,0,-12.428534507751465,-12.23940372467041
1,104,30,0,-12.426361083984375,-12.23882007598877
1,105,30,0,-12.42581558227539,-12.238700866699219
