episode_number,total_reward,collisions,trajectory_distance,goal_distance
1,144.37263806909323,31,20.969207707393792,11.746552438147393
2,639.8590026665479,0,21.149303719148055,12.790946206470036
3,834.6438495069742,0,21.647633433501248,9.26768075068046
4,254.1617076098919,22,63.95223670029215,11.526402413277154
5,685.8741774298251,0,21.863658543430205,9.722216713427228
6,769.631787918508,0,21.298250226758228,9.955444763640314
7,-36.078846126794815,71,18.02330395744035,15.887266049144504
8,151.1660123988986,35,24.899313525642775,14.207895846097578
9,65.71735433489084,50,17.29029296839472,16.29775182624169
10,96.26958541572094,43,20.808573749108046,10.941985568075253
11,381.26147592812777,45,35.25424571000418,14.525214588592386
12,505.8086622208357,0,20.564986997269116,9.898928115471747
13,84.52871012315154,50,22.190300609115287,12.652141172169117
14,600.0165545716882,30,25.217433752195856,9.988772384443125
15,133.41035548897344,32,19.344213528130215,14.517466229396911
16,907.7840552479029,0,21.099133227744375,9.668661676080294
17,721.6477656811476,3,65.3400445285111,9.698663825750547
18,93.09719118475914,5,14.160536309410995,19.680748637375558
19,313.98740058392286,30,22.17090061515028,11.40707769776598
20,176.43009062483907,21,60.86925400475308,12.664116940686016
21,318.7368911653757,44,20.587710944111624,11.050956242011063
22,640.5915780882351,1,21.286083075506006,9.957938671579381
23,930.9507304728031,0,20.53994789906432,9.971147293898328
24,144.55905905924737,40,21.411747463408783,12.539881213099576
25,-144.90917415171862,55,16.662284326356378,17.987674839236377
26,-501.03605134785175,86,13.055312025744898,20.62437341788056
27,-17.67977089807391,18,16.850935732740012,17.03357744429926
28,53.71759241074324,49,19.528375410340438,14.688858542681205
29,141.85868735983968,28,20.64224583294978,10.78079113527728
30,557.8438776172698,0,20.70383519291774,9.894539833989725
31,213.30600041151047,68,20.613619894556898,12.413186533858934
32,-200.94376835227013,46,13.375440500532958,20.99268116227195
33,243.64980638213456,0,41.37389963810024,13.363505254436078
34,118.64044428989291,11,22.926416835655697,11.63452733017011
35,-188.50934727489948,51,14.323228583197398,19.67349846115861
36,116.20317639410496,32,52.00179795554482,10.402564377692954
37,218.33275500684977,69,23.09693579234538,11.463726358416178
38,-32.60930020548403,46,15.98073495767397,18.235841520083003
39,801.606958322227,0,21.47430641346986,9.487775460746606
40,300.0787570923567,56,20.857984732308818,10.842445631073913
41,414.66941510140896,0,21.277859543088276,9.423557413779033
42,365.94160219840705,35,63.70495469201139,10.074992289917724
43,502.639162030071,0,20.833654914777878,9.950928679700127
44,51.52766752243042,82,25.444491494004307,13.700790885267027
45,890.7947505228221,0,20.802064616703223,9.898181929833171
46,17.02796709537506,44,56.00506459001673,18.493837095160313
47,-128.56941018626094,49,14.472457446870072,19.315823423411608
48,741.4811439365149,0,48.26626046511047,9.884061871652774
49,412.91797874867916,0,21.08498470051579,9.422927452869047
50,-185.249300673604,59,14.679910308014913,18.972514471626333
51,792.3394436985254,0,21.589305284127093,9.734006232350687
52,-39.216784954071045,78,63.902497124575646,12.893529418016536
53,240.2224845290184,23,22.324451379567304,12.292779220795781
54,138.72973211482167,36,62.62315294427965,13.534347576516117
55,414.91171134263277,0,21.158528311281966,9.58425455310961
56,687.223898395896,0,62.5978792830131,9.995526636461552
57,527.1850211806595,0,21.631332407988914,9.36968538408061
