episode_number,total_reward,collisions,trajectory_distance,goal_distance
71,-2.9297520206346235,3,32.250025780756154,39.5626830964087
72,-2.8143750770395854,4,16.816167688949957,34.74439002604765
73,-8.177517463220283,45,34.00872090668311,39.953744870957024
74,-2.9167761069256812,11,29.928202727263933,30.753719910665573
75,-5.878457135986537,42,34.93992151509102,26.4753372831074
76,-3.604442694748286,8,43.7019562474027,38.235693135762745
77,-3.645845234510489,9,111.65014921245856,43.185824360329775
78,-3.8794077237253077,20,18.302599184629315,28.228961928777366
79,-3.2317621696565766,9,32.74184303239798,34.55228520396213
80,-2.2535287528298795,0,14.382848942309456,28.094003755076113
81,-1.3713123902562074,0,38.870339333028745,35.03322487938148
82,-5.785049333819188,31,13.977917790260191,27.528299557890346
83,-2.437921246048063,13,19.283119667955866,26.673370366522576
84,-3.3649746738519752,0,26.357269143217735,34.2418132681965
85,-5.58062090659223,23,56.981585844545656,25.50372413016166
86,-2.1882480384374503,2,95.77367615070759,49.452547129237736
87,-8.475632497109473,66,9.424852202031978,26.56053688308831
88,-4.103545752062928,7,30.426917304518252,38.23774480529935
89,-3.4508695628028363,27,25.5235648253005,26.526520224968937
90,-5.678171578387264,24,42.06484349896244,37.95017664067958
91,-4.745924343937077,37,70.27668947107125,28.300164760771704
92,-3.9144387210253626,4,32.352312568308506,38.98563565977733
93,-2.364507492588018,0,10.158941922662942,28.476709721668563
94,-4.693649456079584,14,44.94861090779137,41.11083320487269
95,-3.010532773594605,3,41.31866273655794,31.54401744186928
96,-4.835639465338318,20,55.15665625712366,46.05390987493064
97,-2.3766081454614323,0,26.616593518561455,28.76904451227142
98,-5.9012092658667825,44,19.03646744183447,26.619284006895505
99,-1.3785925444412896,7,41.794039570456896,26.829418682374786
100,-2.3678418727140524,0,44.577521788821755,37.63592483045996
