episode_number,timestep,waypoint_x,waypoint_y,car_pos_x,car_pos_y
1,1,30,0,-0.0002285766531713307,9.88769534160383e-05
1,2,30,0,-0.00022781371080782264,3.9062499126885086e-05
1,3,30,0,-0.00022399901354219764,2.6855468604480848e-05
1,4,30,0,0.07883255183696747,-0.015223388560116291
1,5,30,0,0.23695190250873566,-0.06016601249575615
1,6,30,0,0.6665115356445312,-0.08042602241039276
1,7,30,0,1.094521164894104,-0.14197386801242828
1,8,30,0,1.4818978309631348,-0.12309081852436066
1,9,30,0,1.730479121208191,-0.12894530594348907
1,10,30,0,1.9472872018814087,-0.10931762307882309
1,11,30,0,2.0280449390411377,-0.11516112834215164
1,12,30,0,2.0737648010253906,-0.11030150949954987
1,13,30,0,1.9280779361724854,-0.16166992485523224
1,14,30,0,1.65906822681427,-0.13863524794578552
1,15,30,0,1.1198370456695557,-0.0205847155302763
1,16,30,0,0.4749763309955597,0.03026733361184597
1,17,30,0,-0.18851028382778168,0.06853881478309631
1,18,30,0,-0.7405038475990295,-0.03944335877895355
1,19,30,0,-1.3752105236053467,-0.14130492508411407
1,20,30,0,-1.8867030143737793,-0.31782957911491394
1,21,30,0,-2.392625570297241,-0.4816906750202179
1,22,30,0,-2.728019952774048,-0.6416454911231995
1,23,30,0,-3.543724298477173,-0.9416747689247131
1,24,30,0,-4.191580772399902,-1.1504565477371216
1,25,30,0,-5.003690242767334,-1.5438854694366455
1,26,30,0,-5.519715309143066,-2.115107297897339
1,27,30,0,-5.781782627105713,-2.5422422885894775
1,28,30,0,-6.222185134887695,-3.261847972869873
1,29,30,0,-6.671006202697754,-3.718879222869873
1,30,30,0,-7.286375999450684,-4.23289680480957
1,31,30,0,-7.999744892120361,-4.641246318817139
1,32,30,0,-8.758577346801758,-5.103719234466553
1,33,30,0,-9.324295997619629,-5.51611328125
1,34,30,0,-9.740501403808594,-6.091313362121582
1,35,30,0,-10.000052452087402,-6.520514965057373
1,36,30,0,-10.17141056060791,-6.681835651397705
1,37,30,0,-10.172107696533203,-6.675009727478027
1,38,30,0,-10.184795379638672,-6.706108093261719
1,39,30,0,-10.231424331665039,-6.756723403930664
1,40,30,0,-10.22926139831543,-6.744743347167969
1,41,30,0,-10.193509101867676,-6.683330059051514
1,42,30,0,-10.14974308013916,-6.551877498626709
1,43,30,0,-10.086126327514648,-6.425717830657959
1,44,30,0,-10.11573314666748,-6.441962718963623
1,45,30,0,-10.231043815612793,-6.547526836395264
1,46,30,0,-10.426395416259766,-6.782094478607178
1,47,30,0,-10.49752426147461,-6.755681037902832
1,48,30,0,-10.499189376831055,-6.74340295791626
1,49,30,0,-10.50317096710205,-6.739748477935791
1,50,30,0,-10.504255294799805,-6.739049911499023
1,51,30,0,-10.50604248046875,-6.733996391296387
1,52,30,0,-10.531278610229492,-6.628928184509277
1,53,30,0,-10.575201988220215,-6.398151874542236
