episode_number,total_reward,collisions,trajectory_distance,goal_distance
52,-4.448254364022432,29,37.41141139826455,58.47076059957301
53,-2.960005279368488,12,95.28368629707973,44.41450026758661
54,-1.7739315405488014,4,51.874811077519894,31.3782868686961
55,-2.462064797968196,10,53.978167507934025,43.29938081672651
56,-1.267937094104127,0,45.6005552917324,32.43413928162166
57,-2.0788588903160417,0,37.326172767693365,51.4400717087815
58,-2.144367119850358,0,41.23491937890875,53.938672633172416
59,-1.4947180598101113,0,25.666233921565947,34.55157180965339
60,-1.4382582854595967,0,29.11966668257653,37.32980297964407
61,-5.588674870028626,49,31.22076185912053,35.69579189260029
62,-2.041789946029894,0,62.59524322675549,49.529657810256616
63,-3.48842120662448,14,15.221693617419367,41.96139219884253
64,-4.7539911298663355,28,63.137526151861515,57.54470538473183
65,-1.005366248115024,0,36.83298914684701,45.34379911761566
66,-1.7020358219742775,0,37.16716416086095,57.080801785411836
67,-1.2780456438449619,0,28.75089344264897,34.726695931770934
68,-1.7199596961536372,0,40.83659799621011,37.926243832550625
69,-2.4994602518490865,8,20.1223555810301,36.43412159812456
70,-1.8857431283358892,2,35.68663496493772,53.721157350427085
71,-1.2163312734528517,1,49.91297918617454,31.767507566106897
72,-1.3927279801432633,0,42.82700048943205,50.297784515007365
73,-3.386299612437142,14,42.07930713753677,59.600914157851896
74,-2.0101139678736217,0,42.33771292856175,61.143797746037436
75,-1.3147669069076073,0,37.39095072626735,34.89017470355908
76,-2.480891909566708,1,62.062783110487146,75.1020937194613
77,-5.376648764433412,27,42.669529684589875,55.789535131012016
78,-1.2850621253746795,3,54.689784302258104,38.907018307992715
79,-1.0096911950640788,0,38.6787859027312,39.937855294199984
80,-1.7618456073250854,0,51.43067470740891,38.64747720274463
81,-1.51415660942439,0,43.743404030730815,41.93624969450496
82,-3.494354920752812,16,31.66821824966573,42.65228581436058
83,-2.264094584148552,0,38.1704575117195,35.26050827936094
84,-1.321799317782279,0,56.287414551885654,31.100861335212606
85,-1.292884572130788,0,34.0820143373463,39.96681430436829
86,-3.9500069735659054,12,60.49559711601076,26.73350672192867
87,-1.7216435289722085,3,36.349705039982304,39.33842936836832
88,-5.081227372022113,30,25.570887142238785,45.66119975733529
89,-5.866282486138516,29,39.766238926038994,41.864287167543495
90,-2.0664157157298177,7,33.25268467399043,42.25527267141844
91,-2.229104061058024,3,33.71534323038779,48.197202469075215
92,-1.4907910668189288,0,94.40860147350801,43.1401757476232
93,-6.974661567830481,35,25.124545308636893,48.128436415831466
94,-2.3352220248343656,4,47.58243707353966,71.5735404591143
95,-3.9475910112960264,13,23.97575844071086,44.96320849896075
96,-1.5162382614798844,5,89.73205844007477,27.772409361073443
97,-1.7868582679293468,3,53.029034469738455,43.754439416947
98,-7.011846882174723,57,27.66578132135377,34.967363695963186
99,-1.7979372400586726,0,28.835795065730753,42.29760148767043
100,-2.4206064046084066,5,45.07225857444982,39.525146113832655
