episode_number,timestep,waypoint_x,waypoint_y,car_pos_x,car_pos_y
1,1,30,0,0.0006954955752007663,-2.441406195430318e-06
1,2,30,0,-0.0009863281156867743,0.0006213378510437906
1,3,30,0,-0.013659057207405567,0.0039782715030014515
1,4,30,0,-0.006374206393957138,0.0030114746186882257
1,5,30,0,0.11784744262695312,-0.012740477919578552
1,6,30,0,0.42274582386016846,-0.04390624910593033
1,7,30,0,0.7416630387306213,-0.0564892552793026
1,8,30,0,1.4189205169677734,-0.014722900465130806
1,9,30,0,2.0572173595428467,0.0484326146543026
1,10,30,0,2.8014416694641113,0.016407471150159836
1,11,30,0,3.727509021759033,-0.12271483987569809
1,12,30,0,4.906581401824951,-0.44322508573532104
1,13,30,0,6.1364874839782715,-0.6121264696121216
1,14,30,0,7.366946220397949,-0.6463073492050171
1,15,30,0,9.714125633239746,-0.6647094488143921
1,16,30,0,11.127741813659668,-0.7338525056838989
1,17,30,0,12.852754592895508,-0.78816157579422
1,18,30,0,14.81789779663086,-1.0850781202316284
1,19,30,0,16.684316635131836,-1.7821764945983887
1,20,30,0,17.967632293701172,-2.1912927627563477
1,21,30,0,18.666526794433594,-2.306330442428589
1,22,30,0,19.35915184020996,-2.3297717571258545
1,23,30,0,20.027589797973633,-2.298845052719116
1,24,30,0,20.405338287353516,-2.318453311920166
2,1,30,0,0.0,0.0
2,2,30,0,-0.010300139896571636,0.0007568359142169356
2,3,30,0,-0.024938048794865608,0.001961669884622097
2,4,30,0,-0.03464706242084503,0.0024560545571148396
2,5,30,0,-0.04680389165878296,0.003247070126235485
2,6,30,0,-0.058014221489429474,0.004326171707361937
2,7,30,0,0.049051206558942795,-0.027866210788488388
2,8,30,0,0.34206268191337585,-0.0823376476764679
2,9,30,0,0.8926626443862915,-0.08469603955745697
2,10,30,0,1.544236421585083,-0.11995971202850342
2,11,30,0,2.265716314315796,-0.15293823182582855
2,12,30,0,3.1489291191101074,-0.10361572355031967
2,13,30,0,4.189633846282959,0.05361572280526161
2,14,30,0,5.548661231994629,0.33479124307632446
2,15,30,0,6.6595916748046875,0.4542578160762787
2,16,30,0,7.722794055938721,0.5031457543373108
2,17,30,0,8.707329750061035,0.42271727323532104
2,18,30,0,9.8310546875,0.249420166015625
2,19,30,0,11.568592071533203,-0.040672607719898224
2,20,30,0,13.41830825805664,-0.2966601550579071
2,21,30,0,15.287639617919922,-0.5845092535018921
2,22,30,0,16.318649291992188,-0.6899340748786926
2,23,30,0,16.685089111328125,-0.7053381204605103
2,24,30,0,16.79298210144043,-0.7106921076774597
2,25,30,0,17.05474281311035,-0.728649914264679
2,26,30,0,17.34092903137207,-0.751754105091095
2,27,30,0,17.51792335510254,-0.7594689726829529
2,28,30,0,17.90060806274414,-0.8022582530975342
2,29,30,0,18.380931854248047,-0.9333788752555847
2,30,30,0,19.22612953186035,-1.0893175601959229
2,31,30,0,20.284210205078125,-1.281286597251892
3,1,30,0,0.0,0.0
3,2,30,0,-0.009822692722082138,0.0004638671816792339
3,3,30,0,-0.01805725134909153,0.0015002441359683871
3,4,30,0,-0.02929031290113926,0.003308105282485485
3,5,30,0,-0.037662506103515625,0.004708251915872097
3,6,30,0,-0.0468861386179924,0.0054516601376235485
3,7,30,0,-0.03626968339085579,0.0062060547061264515
3,8,30,0,0.1314569115638733,0.004818114917725325
3,9,30,0,0.47561582922935486,-0.04648193344473839
3,10,30,0,1.0837799310684204,-0.10362548381090164
3,11,30,0,1.8543930053710938,-0.06983642280101776
3,12,30,0,2.6346023082733154,0.043476562947034836
3,13,30,0,3.5830419063568115,0.21038818359375
3,14,30,0,4.703972816467285,0.29416990280151367
3,15,30,0,5.998143672943115,0.18034057319164276
3,16,30,0,7.545431137084961,-0.14887450635433197
3,17,30,0,8.943428993225098,-0.3882812559604645
3,18,30,0,9.99302864074707,-0.4969872832298279
3,19,30,0,11.344887733459473,-0.5033153891563416
3,20,30,0,12.837010383605957,-0.38164061307907104
3,21,30,0,13.840502738952637,-0.26411986351013184
3,22,30,0,14.647052764892578,-0.1680041402578354
3,23,30,0,15.29598331451416,-0.13793456554412842
3,24,30,0,15.539101600646973,-0.14937376976013184
3,25,30,0,15.857807159423828,-0.139190673828125
3,26,30,0,16.428627014160156,-0.08309692144393921
3,27,30,0,17.268047332763672,-0.149627685546875
3,28,30,0,18.329822540283203,-0.3092126250267029
3,29,30,0,19.531557083129883,-0.4382079839706421
3,30,30,0,20.629764556884766,-0.5132360458374023
4,1,30,0,0.0,0.0
4,2,30,0,-0.007143249269574881,0.0003540038887877017
4,3,30,0,-0.014757080003619194,0.0012841796269640326
4,4,30,0,-0.02466430701315403,0.003043212927877903
4,5,30,0,-0.03412795811891556,0.004576415754854679
4,6,30,0,-0.04015045240521431,0.005550536792725325
4,7,30,0,-0.05094237998127937,0.006901855114847422
4,8,30,0,-0.05761871114373207,0.007281493861228228
4,9,30,0,0.023630065843462944,-0.009873046539723873
4,10,30,0,0.23407012224197388,-0.04494018480181694
4,11,30,0,0.42057693004608154,-0.034355469048023224
4,12,30,0,0.8331136703491211,0.0019262694986537099
4,13,30,0,1.3710753917694092,0.03556640446186066
4,14,30,0,2.0694732666015625,0.03156493976712227
4,15,30,0,2.916459560394287,-0.011280517093837261
4,16,30,0,3.8123462200164795,-0.1542626917362213
4,17,30,0,4.857457637786865,-0.2437780648469925
4,18,30,0,6.070986270904541,-0.35514035820961
4,19,30,0,7.716019153594971,-0.4319689869880676
4,20,30,0,9.363173484802246,-0.37342649698257446
4,21,30,0,11.476597785949707,-0.49406003952026367
