episode_number,total_reward,collisions,trajectory_distance,goal_distance
1,-35.4551422894001,85,14.082316720439072,35.46075146749969
2,-0.1102315656535211,6,27.06886388995231,9.182243667283956
3,0.1277723254970624,0,23.70292941823001,6.999771210650795
4,-0.5202711790625472,12,28.531265681640896,9.929197801058928
5,-1.2194895138090942,22,32.72501230473192,9.74140388916582
6,-5.250081250444055,69,13.82415325329268,38.228893760297666
7,-1.3938922949273547,22,38.21019975725382,9.291309295583586
8,-3.166216761514079,61,26.646195036308928,14.834219279608183
9,-1.4056442317087203,10,24.90728534039091,21.190585058274756
10,-1.381703562947223,8,62.17916820079041,38.380475536079544
11,-0.5841538137319731,3,55.60271353041445,9.305737449374917
12,0.0786936668373528,1,29.700158918685833,9.437212049069299
13,-5.049657973024296,75,12.425635535514921,22.140650370951427
14,-3.368108432419831,21,23.182969628063802,40.99934774009285
15,-0.18811859941342846,1,23.72341113779279,9.317465244578148
16,-0.7170657687529456,1,34.27695797905025,9.665814899399464
17,-1.2780863325751852,0,59.87154573300818,33.24526728872989
18,-2.1365869725486846,16,52.243676112750364,44.18716371733853
19,-4.596866361578577,42,27.68239840283207,42.31733072205602
20,-1.074084342315473,0,26.103097823197665,39.36644932967011
21,-0.23740250247647054,0,36.162963200710415,9.647295286981894
22,-1.244501545384992,0,28.54129238024372,32.63943517099254
23,-7.454814297147095,80,17.649301496710816,37.325394882800914
24,-6.696933108265512,79,17.508016501046274,39.24251267198813
25,-3.444885762510239,22,36.88431802881691,52.15795766586972
26,-0.9188243937096559,12,43.66057259561226,9.459645304401734
27,-5.145569390617311,76,23.79529737179078,38.43361394379461
28,-3.094917747475847,34,22.291300778024606,17.683640646864163
29,-2.3347362093045376,28,25.883382437477206,35.108806204146674
30,-0.2945129958243342,0,25.8098823211889,9.472623776428684
31,-0.11436038860119879,0,31.325028108287487,8.678009467278523
32,-1.787148549919948,0,15.937046286246938,37.74680574211499
33,0.09148515030392446,0,30.09681162294803,9.224756987685993
34,-4.096469716656429,56,13.412755823615926,24.39436064201163
35,-5.102539907791652,50,23.1032628728102,44.11417869381921
36,-0.35540738147392403,0,64.32031381744423,9.94720285088122
37,-1.9519502112234477,20,37.38129291992681,11.443198276480778
38,-0.4874540166129009,8,28.39841689056393,9.854919577134671
39,-0.39622941211564466,0,29.994405184894354,9.589648525965908
40,-2.7727761132991873,36,27.827934838881365,17.59171624249295
41,-1.0602955772192217,2,29.926630651883112,14.760827957622011
42,-1.9065604130446445,16,26.10731698073297,20.0194415424934
43,0.13155332760652527,0,20.928292742459114,9.76785572768786
44,-1.9514263132441556,18,27.266299605174005,13.557769466972609
45,-2.0215785763502936,13,19.620497484433727,22.934450073639695
46,-2.5655987102072686,0,25.611296272879173,27.88040189897502
47,-5.899468575196806,55,22.43682139064095,38.07674087350462
48,-3.8536107931940933,57,26.394893214515285,17.868169415963955
49,-2.436303337686695,15,57.31086992259047,12.503631110353066
50,-2.182581488159485,14,64.76786219990397,30.063015836046066
51,-3.697225773197715,50,22.23639784922725,16.872082663183477
52,-1.5492327169913551,3,24.314714753836533,26.154423116398874
53,-0.968135734408861,9,43.34976737142372,9.9955116677608
54,-2.2722713485127315,6,65.63167244025894,35.84538457033248
55,-3.102794238679053,41,34.769030672737294,10.232404519774494
56,-2.0000270245800493,27,75.63915314976602,9.592427917832124
57,-3.3022239017591346,44,24.306056256819538,17.74892465301173
58,-3.363716590421973,7,31.105478032985438,38.749407578943305
